"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00146819813205977,17,335,3.4454758846716,"GO:0042886 amide transport "," http://amigo.geneontology.org/amigo/term/GO:0042886"," NNAT  SCT  SLC30A8  EDN3  FOLR2  FAM3D  SRI  BIRC5  ACVR1C  ADCYAP1  NDUFAF2  FFAR4  GRP  VIP  GAL  CD209"
0.00146819813205977,3,4,50.9221068249258,"GO:0070253 somatostatin secretion "," http://amigo.geneontology.org/amigo/term/GO:0070253"," SCT  FFAR4"
0.00146819813205977,3,4,50.9221068249258,"GO:0090291 negative regulation of osteoclast proliferation "," http://amigo.geneontology.org/amigo/term/GO:0090291"," GREM1"
0.00146819813205977,3,4,50.9221068249258,"GO:1900154 regulation of bone trabecula formation "," http://amigo.geneontology.org/amigo/term/GO:1900154"," GREM1"
0.00146819813205977,3,4,50.9221068249258,"GO:1900155 negative regulation of bone trabecula formation "," http://amigo.geneontology.org/amigo/term/GO:1900155"," GREM1"
0.00224857464275362,16,315,3.44869294898968,"GO:0051047 positive regulation of secretion "," http://amigo.geneontology.org/amigo/term/GO:0051047"," NNAT  SCT  VIP  GAL  EDN3  PLA2G10  SRI  GNAI2  SLC30A8  FFAR4  GRP  ADCYAP1  P2RX4  GDNF"
0.00226750529067887,10,128,5.30438612759644,"GO:0046887 positive regulation of hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0046887"," NNAT  SCT  GAL  EDN3  SRI  SLC30A8  FFAR4  GRP  ADCYAP1"
0.00244008541901338,5,24,14.1450296735905,"GO:0015669 gas transport "," http://amigo.geneontology.org/amigo/term/GO:0015669"," MB  HBG2  HBG1  HBD  HBM"
0.00261057388546987,7,59,8.05547452597697,"GO:0030514 negative regulation of BMP signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0030514"," NBL1  GREM1  DAND5  GREM2  DLX1"
0.00266234197287483,23,593,2.63340855980505,"GO:1903530 regulation of secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:1903530"," NNAT  SCT  RAP1A  RAP1B  VIP  GAL  EDN3  FAM3D  SRI  BIRC5  GNAI2  ACVR1C  NDUFAF2  SLC30A8  FFAR4  PLA2G10  RIMS4  GRP  ADCYAP1  P2RX4  GDNF"
0.00266234197287483,15,288,3.53625741839763,"GO:1903532 positive regulation of secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:1903532"," NNAT  SCT  VIP  GAL  EDN3  SRI  SLC30A8  FFAR4  PLA2G10  GRP  ADCYAP1  P2RX4  GDNF"
0.00277813735645459,14,256,3.71307028931751,"GO:0046883 regulation of hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0046883"," NNAT  SCT  GAL  EDN3  FAM3D  SRI  BIRC5  ACVR1C  NDUFAF2  SLC30A8  FFAR4  GRP  ADCYAP1"
0.00277813735645459,50,1874,1.81152994752493,"GO:0051049 regulation of transport "," http://amigo.geneontology.org/amigo/term/GO:0051049"," NNAT  SCT  RAP1A  RAB17  RAP1B  FGF13  VIP  PID1  KCNIP4  NKAIN2  PIRT  ARHGAP8  GSTO1  NSUN2  GAL  SRI  COLEC11  EDN3  P2RX4  NRG1  CHP2  GDNF  FAM3D  PLA2G10  FXYD5  FXYD3  BIRC5  RCVRN  MAPK14  GNAI2  RAB29  LRAT  ACVR1C  GRP  FXYD6  NDUFAF2  SLC30A8  GREM1  P2RY12  FFAR4  ZFAND1  RAB23  UBAC2  RIMS4  ANXA13  ADCYAP1"
0.00277813735645459,9,107,5.71089048503841,"GO:0098869 cellular oxidant detoxification "," http://amigo.geneontology.org/amigo/term/GO:0098869"," MGST2  ALOX5AP  GSTO1  PRXL2B  FABP1  HBG2  HBM  HBG1  HBD"
0.00343252068611364,12,197,4.13580563045083,"GO:0090276 regulation of peptide hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0090276"," NNAT  SCT  FAM3D  SRI  BIRC5  ACVR1C  NDUFAF2  SLC30A8  FFAR4  GRP  ADCYAP1"
0.00344275133574799,24,650,2.5069344898425,"GO:0051046 regulation of secretion "," http://amigo.geneontology.org/amigo/term/GO:0051046"," NNAT  SCT  RAP1A  RAP1B  VIP  GAL  EDN3  NRG1  FAM3D  PLA2G10  SRI  BIRC5  GNAI2  ACVR1C  NDUFAF2  SLC30A8  FFAR4  RIMS4  GRP  ADCYAP1  P2RX4  GDNF"
0.00357560280656692,5,27,12.5733597098582,"GO:0032331 negative regulation of chondrocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:0032331"," RFLNA  CCN4  GREM1"
0.00371816338820447,12,200,4.07376854599407,"GO:0002791 regulation of peptide secretion "," http://amigo.geneontology.org/amigo/term/GO:0002791"," NNAT  SCT  FAM3D  SRI  BIRC5  ACVR1C  NDUFAF2  SLC30A8  FFAR4  GRP  ADCYAP1"
0.00420490013354261,12,203,4.01356506994489,"GO:0090087 regulation of peptide transport "," http://amigo.geneontology.org/amigo/term/GO:0090087"," NNAT  SCT  FAM3D  SRI  BIRC5  ACVR1C  NDUFAF2  SLC30A8  FFAR4  GRP  ADCYAP1"
0.00447107693341731,4,15,18.1056379821958,"GO:0035630 bone mineralization involved in bone maturation "," http://amigo.geneontology.org/amigo/term/GO:0035630"," RFLNA  GREM1"
0.0048363722336939,3,6,33.9480712166172,"GO:0038138 ERBB4-ERBB4 signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0038138"," EREG  NRG1  BTC"
0.00519562034774565,10,147,4.61878519953976,"GO:0009855 determination of bilateral symmetry "," http://amigo.geneontology.org/amigo/term/GO:0009855"," DAND5  CC2D2A  HAND1  NBL1  HAND2  GREM2  RIPPLY2  GREM1"
0.0052586170766628,15,313,3.25380874280676,"GO:0046879 hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0046879"," NNAT  SCT  SLC30A8  FFAR4  GAL  EDN3  FAM3D  SRI  BIRC5  ACVR1C  ADCYAP1  NDUFAF2  GRP  VIP"
0.00528898792751439,10,148,4.58757719143476,"GO:0009799 specification of symmetry "," http://amigo.geneontology.org/amigo/term/GO:0009799"," DAND5  CC2D2A  HAND1  NBL1  HAND2  GREM2  RIPPLY2  GREM1"
0.00599642637346898,7,71,6.69398587369917,"GO:0043489 RNA stabilization "," http://amigo.geneontology.org/amigo/term/GO:0043489"," RBM38  GDNF  NSUN2  TRAF3IP2  HNRNPC  VIP  MAPK14"
0.00599642637346898,9,122,5.00873181884516,"GO:1990748 cellular detoxification "," http://amigo.geneontology.org/amigo/term/GO:1990748"," MGST2  ALOX5AP  GSTO1  PRXL2B  FABP1  HBG2  HBM  HBG1  HBD"
0.00657055461798053,15,322,3.1628637779457,"GO:0009914 hormone transport "," http://amigo.geneontology.org/amigo/term/GO:0009914"," NNAT  SCT  SLC30A8  FFAR4  GAL  EDN3  FAM3D  SRI  BIRC5  ACVR1C  ADCYAP1  NDUFAF2  GRP  VIP"
0.00657055461798053,8,97,5.59968185016366,"GO:0090277 positive regulation of peptide hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0090277"," NNAT  SCT  SRI  SLC30A8  FFAR4  GRP  ADCYAP1"
0.00739527666053198,8,99,5.48655696430177,"GO:0002793 positive regulation of peptide secretion "," http://amigo.geneontology.org/amigo/term/GO:0002793"," NNAT  SCT  SRI  SLC30A8  FFAR4  GRP  ADCYAP1"
0.00758592382187395,5,33,10.2872943080658,"GO:0061037 negative regulation of cartilage development "," http://amigo.geneontology.org/amigo/term/GO:0061037"," RFLNA  CCN4  GREM1"
0.00787434215761722,4,18,15.0880316518299,"GO:0038128 ERBB2 signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0038128"," EREG  NRG1  BTC  PTK6"
0.00872797512794069,9,130,4.70050216845469,"GO:0097237 cellular response to toxic substance "," http://amigo.geneontology.org/amigo/term/GO:0097237"," MGST2  ALOX5AP  GSTO1  PRXL2B  FABP1  HBG2  HBM  HBG1  HBD"
0.0106415473298856,3,8,25.4610534124629,"GO:0090289 regulation of osteoclast proliferation "," http://amigo.geneontology.org/amigo/term/GO:0090289"," GREM1"
0.0114825936963929,26,810,2.17938234970876,"GO:0099536 synaptic signaling "," http://amigo.geneontology.org/amigo/term/GO:0099536"," SCGN  RAP1A  RAP1B  LYPD1  RIC3  STX19  LY6G6D  RGS10  GDNF  SLURP2  TAC1  GNAI2  P2RX4  CBLN2  NRG1  SCT  RIMS4  ATXN3  SST"
0.0115552690964959,6,57,7.1469623613931,"GO:0032330 regulation of chondrocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:0032330"," RFLNA  HOXA11  CCN4  GREM1"
0.0135885770400401,7,83,5.72618068714025,"GO:1902369 negative regulation of RNA catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1902369"," RBM38  GDNF  NSUN2  TRAF3IP2  HNRNPC  VIP  MAPK14"
0.0160887730527374,6,61,6.67830909179355,"GO:0048255 mRNA stabilization "," http://amigo.geneontology.org/amigo/term/GO:0048255"," RBM38  GDNF  TRAF3IP2  HNRNPC  VIP  MAPK14"
0.0160887730527374,29,973,2.02362603346742,"GO:0051050 positive regulation of transport "," http://amigo.geneontology.org/amigo/term/GO:0051050"," NNAT  SCT  VIP  PIRT  GAL  COLEC11  EDN3  P2RX4  GSTO1  CHP2  PLA2G10  SRI  MAPK14  GNAI2  LRAT  SLC30A8  GREM1  P2RY12  FFAR4  ZFAND1  RAB29  ANXA13  GRP  ADCYAP1  GDNF"
0.0186172914186678,10,178,3.81439002433901,"GO:0051048 negative regulation of secretion "," http://amigo.geneontology.org/amigo/term/GO:0051048"," SCT  RAP1A  RAP1B  NRG1  FAM3D  GNAI2  ACVR1C  NDUFAF2  FFAR4"
0.0193605992070646,9,147,4.15690667958578,"GO:0098754 detoxification "," http://amigo.geneontology.org/amigo/term/GO:0098754"," MGST2  ALOX5AP  GSTO1  PRXL2B  FABP1  HBG2  HBM  HBG1  HBD"
0.0197221020432469,3,10,20.3688427299703,"GO:0038130 ERBB4 signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0038130"," EREG  NRG1  BTC"
0.0208975728727906,4,24,11.3160237388724,"GO:0002689 negative regulation of leukocyte chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0002689"," NBL1  GREM1"
0.0208975728727906,4,24,11.3160237388724,"GO:0030502 negative regulation of bone mineralization "," http://amigo.geneontology.org/amigo/term/GO:0030502"," RFLNA  GREM1"
0.0208975728727906,6,65,6.26733622460625,"GO:1905517 macrophage migration "," http://amigo.geneontology.org/amigo/term/GO:1905517"," TAFA4  AKIRIN1  CMKLR1  CKLF  P2RX4  P2RY12"
0.0226494181954249,11,219,3.41030852404374,"GO:0000075 cell cycle checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0000075"," TRIP13  MRNIP  BIRC5  RBM38  MUC1  NSUN2  MAPK14  SYF2  TP53  RPS27L"
0.0226494181954249,8,121,4.48900115261054,"GO:0002062 chondrocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:0002062"," RFLNA  HMGA2  HOXA11  CCN4  MAPK14  GREM1"
0.0236074256340344,4,25,10.8633827893175,"GO:0071676 negative regulation of mononuclear cell migration "," http://amigo.geneontology.org/amigo/term/GO:0071676"," NBL1  GREM1"
0.0243567011669644,9,154,3.96795637596825,"GO:0032147 activation of protein kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0032147"," NRG1  EREG  FGF13  GREM1  BTC  MOB2  CD86"
0.0255625012524749,7,95,5.00287365297517,"GO:0009953 dorsal/ventral pattern formation "," http://amigo.geneontology.org/amigo/term/GO:0009953"," HOXA11  PRKACB  NBL1  GREM2  GREM1"
0.0255625012524749,14,337,2.82061125835395,"GO:0010948 negative regulation of cell cycle process "," http://amigo.geneontology.org/amigo/term/GO:0010948"," TRIP13  MRNIP  PTTG2  BIRC5  RBM38  TP53  MUC1  NSUN2  MAPK14  SYF2  CDKN2B  RPS27L  RBM14"
0.0275143922242301,10,191,3.55477185514316,"GO:1901991 negative regulation of mitotic cell cycle phase transition "," http://amigo.geneontology.org/amigo/term/GO:1901991"," MRNIP  BIRC5  RBM38  MUC1  SYF2  TP53  CDKN2B  TRIP13  RPS27L"
0.0280181467133055,6,70,5.81966935142009,"GO:1902373 negative regulation of mRNA catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1902373"," RBM38  GDNF  TRAF3IP2  HNRNPC  VIP  MAPK14"
0.0282351903321646,2,3,45.2640949554896,"GO:0001698 gastrin-induced gastric acid secretion "," http://amigo.geneontology.org/amigo/term/GO:0001698"," SCT"
0.0282351903321646,2,3,45.2640949554896,"GO:0044269 glycerol ether catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0044269"," PLA2G10"
0.0282351903321646,16,425,2.55609006807471,"GO:0045786 negative regulation of cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0045786"," TRIP13  BTG3  MRNIP  PTTG2  BIRC5  RBM38  TP53  MUC1  NSUN2  MAPK14  SYF2  ADCYAP1  CDKN2B  RPS27L  RBM14"
0.0282351903321646,2,3,45.2640949554896,"GO:0051977 lysophospholipid transport "," http://amigo.geneontology.org/amigo/term/GO:0051977"," PLA2G10"
0.0282351903321646,3,12,16.9740356083086,"GO:0060346 bone trabecula formation "," http://amigo.geneontology.org/amigo/term/GO:0060346"," GREM1"
0.0282351903321646,2,3,45.2640949554896,"GO:0062234 platelet activating factor catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0062234"," PLA2G10"
0.0282351903321646,2,3,45.2640949554896,"GO:1901502 ether catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901502"," PLA2G10"
0.0282351903321646,2,3,45.2640949554896,"GO:2001260 regulation of semaphorin-plexin signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:2001260"," HAND2  GDNF"
0.0297792808830393,5,48,7.07251483679525,"GO:2000273 positive regulation of signaling receptor activity "," http://amigo.geneontology.org/amigo/term/GO:2000273"," EREG  BTC  GREM1"
0.0300003089723468,8,130,4.1782241497375,"GO:2000278 regulation of DNA biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:2000278"," RFC5  ING4  TP53  GREM1  HNRNPC  PKIB"
0.0304157969335794,4,28,9.69944891903349,"GO:0043931 ossification involved in bone maturation "," http://amigo.geneontology.org/amigo/term/GO:0043931"," RFLNA  GREM1"
0.0341143212512863,3,13,15.6683405615156,"GO:0002158 osteoclast proliferation "," http://amigo.geneontology.org/amigo/term/GO:0002158"," GREM1"
0.0341260768054509,4,29,9.36498516320475,"GO:0031954 positive regulation of protein autophosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0031954"," NRG1  GREM1"
0.0352543794442636,9,167,3.65907354430605,"GO:0007093 mitotic cell cycle checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0007093"," MRNIP  BIRC5  RBM38  MUC1  SYF2  TP53  TRIP13  RPS27L"
0.0357438573606207,44,1830,1.63247555577176,"GO:0010647 positive regulation of cell communication "," http://amigo.geneontology.org/amigo/term/GO:0010647"," NNAT  TRAF3IP2  SCT  SCGN  TNFSF10  EREG  EDA2R  ADCYAP1  F2RL2  BTC  BIRC5  LMO3  GAL  IL7  ING4  BCL2L14  EDN3  P2RX4  DKK2  CHP2  ARHGAP8  SRI  CCN4  GNAI2  RAP1A  RAP1B  GRP  ITM2C  NRG1  HAND2  SLC30A8  GREM1  FFAR4  FAS  UBE2K  RAB29  TP53  CDKN2B  RAB34  CD86  P2RY12  PTK6"
0.0357438573606207,7,104,4.56993266377539,"GO:0044773 mitotic DNA damage checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0044773"," MRNIP  RBM38  MUC1  SYF2  TP53  RPS27L"
0.0357935282788885,6,76,5.36022177104482,"GO:0061035 regulation of cartilage development "," http://amigo.geneontology.org/amigo/term/GO:0061035"," RFLNA  HOXA11  CCN4  GREM1"
0.0358559333559153,4,30,9.05281899109792,"GO:0042744 hydrogen peroxide catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0042744"," HBG2  HBM  HBG1  HBD"
0.0358559333559153,28,1001,1.89919279533523,"GO:0046903 secretion "," http://amigo.geneontology.org/amigo/term/GO:0046903"," NNAT  SCT  RAP1A  RAP1B  VIP  SLC30A8  STX19  FFAR4  GAL  EDN3  NRG1  FAM3D  CKLF  TRAF3IP2  PLA2G10  SRI  BIRC5  RIMS4  GNAI2  ACVR1C  GRP  ADCYAP1  NDUFAF2  P2RX4  TPD52  GDNF"
0.0358559333559153,7,105,4.52640949554896,"GO:0090288 negative regulation of cellular response to growth factor stimulus "," http://amigo.geneontology.org/amigo/term/GO:0090288"," NBL1  GREM1  DAND5  GREM2  DLX1"
0.0358559333559153,4,30,9.05281899109792,"GO:1905523 positive regulation of macrophage migration "," http://amigo.geneontology.org/amigo/term/GO:1905523"," AKIRIN1  CMKLR1  P2RX4  P2RY12"
0.0359284537709874,44,1836,1.62714066833459,"GO:0023056 positive regulation of signaling "," http://amigo.geneontology.org/amigo/term/GO:0023056"," NNAT  TRAF3IP2  SCT  SCGN  TNFSF10  EREG  EDA2R  ADCYAP1  F2RL2  BTC  BIRC5  LMO3  GAL  IL7  ING4  BCL2L14  EDN3  P2RX4  DKK2  CHP2  ARHGAP8  SRI  CCN4  GNAI2  RAP1A  RAP1B  GRP  ITM2C  NRG1  HAND2  SLC30A8  GREM1  FFAR4  FAS  UBE2K  RAB29  TP53  CDKN2B  RAB34  CD86  P2RY12  PTK6"
0.0367262500601578,25,857,1.98063426001267,"GO:0032940 secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:0032940"," NNAT  SCT  RAP1A  RAP1B  VIP  SLC30A8  STX19  FFAR4  GAL  EDN3  FAM3D  CKLF  SRI  BIRC5  RIMS4  GNAI2  ACVR1C  GRP  ADCYAP1  NDUFAF2  PLA2G10  P2RX4  GDNF"
0.0378923456897242,21,672,2.12175445103858,"GO:0006935 chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0006935"," EFNA2  TAFA4  GAP43  AKIRIN1  CMKLR1  PLA2G10  EDN3  HOXB9  CKLF  CMTM1  P2RX4  NRG1  NBL1  GREM1  GDNF  CCL15-CCL14  P2RY12  MAPK14"
0.0378923456897242,17,491,2.35078293557023,"GO:0007389 pattern specification process "," http://amigo.geneontology.org/amigo/term/GO:0007389"," HOXB9  DAND5  RIPPLY2  HOXA11  CC2D2A  HAND1  BARX1  TP53  PRKACB  DLX1  NBL1  HAND2  GREM1  GDNF  GREM2"
0.0378923456897242,27,961,1.90759193100659,"GO:0010562 positive regulation of phosphorus metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0010562"," EREG  FGF5  ADCYAP1  NRG1  BTC  MOB2  BIRC5  UBE2K  EDN3  HMGA2  PPP1R14D  CHP2  RCVRN  FGF13  TP53  PID1  GREM1  FAS  ODAM  MRNIP  CD86  RAP1A  PTK6  P2RY12"
0.0378923456897242,7,107,4.44180371058543,"GO:0030510 regulation of BMP signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0030510"," NBL1  GREM1  DAND5  GREM2  DLX1"
0.0378923456897242,3,14,14.5491733785502,"GO:0033689 negative regulation of osteoblast proliferation "," http://amigo.geneontology.org/amigo/term/GO:0033689"," GREM1"
0.0378923456897242,27,961,1.90759193100659,"GO:0045937 positive regulation of phosphate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0045937"," EREG  FGF5  ADCYAP1  NRG1  BTC  MOB2  BIRC5  UBE2K  EDN3  HMGA2  PPP1R14D  CHP2  RCVRN  FGF13  TP53  PID1  GREM1  FAS  ODAM  MRNIP  CD86  RAP1A  PTK6  P2RY12"
0.0378923456897242,4,31,8.76079257203025,"GO:0070977 bone maturation "," http://amigo.geneontology.org/amigo/term/GO:0070977"," RFLNA  GREM1"
0.0385014964477272,7,108,4.40067589845038,"GO:0044774 mitotic DNA integrity checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0044774"," MRNIP  RBM38  MUC1  SYF2  TP53  RPS27L"
0.0387475823630156,5,54,6.28667985492911,"GO:0002686 negative regulation of leukocyte migration "," http://amigo.geneontology.org/amigo/term/GO:0002686"," IL33  NBL1  GREM1"
0.0387475823630156,2,4,33.9480712166172,"GO:0003219 cardiac right ventricle formation "," http://amigo.geneontology.org/amigo/term/GO:0003219"," HAND2  HAND1"
0.0387475823630156,2,4,33.9480712166172,"GO:0006772 thiamine metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006772"," TPK1  THTPA"
0.0387475823630156,3,15,13.5792284866469,"GO:0015670 carbon dioxide transport "," http://amigo.geneontology.org/amigo/term/GO:0015670"," HBG2  HBG1  HBD"
0.0387475823630156,4,32,8.4870178041543,"GO:0031571 mitotic G1 DNA damage checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0031571"," RBM38  MUC1  TP53  RPS27L"
0.0387475823630156,3,15,13.5792284866469,"GO:0032308 positive regulation of prostaglandin secretion "," http://amigo.geneontology.org/amigo/term/GO:0032308"," PLA2G10  P2RX4"
0.0387475823630156,2,4,33.9480712166172,"GO:0035582 sequestering of BMP in extracellular matrix "," http://amigo.geneontology.org/amigo/term/GO:0035582"," DAND5  NBL1"
