"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0292012640039387,7,97,5.22533603027535,"GO:0090277 positive regulation of peptide hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0090277"," NNAT  SCT  SRI  SLC30A8  GRP  ADCYAP1"
0.0295968989070784,7,99,5.11977368622938,"GO:0002793 positive regulation of peptide secretion "," http://amigo.geneontology.org/amigo/term/GO:0002793"," NNAT  SCT  SRI  SLC30A8  GRP  ADCYAP1"
0.0295968989070784,6,71,6.11900517026208,"GO:0032370 positive regulation of lipid transport "," http://amigo.geneontology.org/amigo/term/GO:0032370"," GAL  ANXA2  PLA2G10  LRAT  P2RX4"
0.0295968989070784,13,313,3.00737048570389,"GO:0046879 hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0046879"," NNAT  SCT  SLC30A8  GAL  EDN3  FAM3D  SRI  ACVR1C  ADCYAP1  NDUFAF2  GRP  VIP"
0.0295968989070784,10,197,3.67554456081732,"GO:0090276 regulation of peptide hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0090276"," NNAT  SCT  FAM3D  SRI  ACVR1C  NDUFAF2  SLC30A8  GRP  ADCYAP1"
0.0295968989070784,26,915,2.05750155633949,"GO:0140352 export from cell "," http://amigo.geneontology.org/amigo/term/GO:0140352"," NNAT  SCT  RAP1A  RAP1B  VIP  SLC30A8  STX19  ANXA2  GAL  EDN3  FAM3D  CKLF  SRI  FOXF1  GNAI2  ACVR1C  GRP  ADCYAP1  NDUFAF2  CHRNA5  PLA2G10  CHRNB4  P2RX4  GDNF"
0.0295968989070784,6,70,6.20641952983725,"GO:1902373 negative regulation of mRNA catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1902373"," RBM38  GDNF  TRAF3IP2  HNRNPC  VIP  MAPK14"
0.0295968989070784,8,130,4.45589094449854,"GO:2000278 regulation of DNA biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:2000278"," RFC5  ING4  TP53  GREM1  HNRNPC  PKIB"
0.0299237736830447,2,3,48.2721518987342,"GO:0001698 gastrin-induced gastric acid secretion "," http://amigo.geneontology.org/amigo/term/GO:0001698"," SCT"
0.0299237736830447,10,200,3.62041139240506,"GO:0002791 regulation of peptide secretion "," http://amigo.geneontology.org/amigo/term/GO:0002791"," NNAT  SCT  FAM3D  SRI  ACVR1C  NDUFAF2  SLC30A8  GRP  ADCYAP1"
0.0299237736830447,4,27,10.7271448663854,"GO:0032331 negative regulation of chondrocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:0032331"," CCN4  GREM1"
0.0299237736830447,2,3,48.2721518987342,"GO:0044269 glycerol ether catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0044269"," PLA2G10"
0.0299237736830447,27,973,2.00927250965954,"GO:0051050 positive regulation of transport "," http://amigo.geneontology.org/amigo/term/GO:0051050"," NNAT  SCT  VIP  PIRT  ANXA2  GAL  COLEC11  EDN3  P2RX4  GSTO1  PLA2G10  SRI  MAPK14  GNAI2  LRAT  SLC30A8  GREM1  ZFAND1  RAB29  ANXA13  GRP  ADCYAP1  GDNF"
0.0299237736830447,2,3,48.2721518987342,"GO:0051977 lysophospholipid transport "," http://amigo.geneontology.org/amigo/term/GO:0051977"," PLA2G10"
0.0299237736830447,3,12,18.1020569620253,"GO:0060346 bone trabecula formation "," http://amigo.geneontology.org/amigo/term/GO:0060346"," GREM1"
0.0299237736830447,2,3,48.2721518987342,"GO:0062234 platelet activating factor catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0062234"," PLA2G10"
0.0299237736830447,10,203,3.56690777576854,"GO:0090087 regulation of peptide transport "," http://amigo.geneontology.org/amigo/term/GO:0090087"," NNAT  SCT  FAM3D  SRI  ACVR1C  NDUFAF2  SLC30A8  GRP  ADCYAP1"
0.0299237736830447,2,3,48.2721518987342,"GO:0090273 regulation of somatostatin secretion "," http://amigo.geneontology.org/amigo/term/GO:0090273"," SCT"
0.0299237736830447,2,3,48.2721518987342,"GO:1901502 ether catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901502"," PLA2G10"
0.0299237736830447,5,48,7.54252373417722,"GO:2000273 positive regulation of signaling receptor activity "," http://amigo.geneontology.org/amigo/term/GO:2000273"," EREG  BTC  GREM1"
0.0299237736830447,2,3,48.2721518987342,"GO:2001260 regulation of semaphorin-plexin signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:2001260"," HAND2  GDNF"
0.0303735394009113,13,322,2.92331354666247,"GO:0009914 hormone transport "," http://amigo.geneontology.org/amigo/term/GO:0009914"," NNAT  SCT  SLC30A8  GAL  EDN3  FAM3D  SRI  ACVR1C  ADCYAP1  NDUFAF2  GRP  VIP"
0.0346886486368147,3,13,16.7095910418695,"GO:0002158 osteoclast proliferation "," http://amigo.geneontology.org/amigo/term/GO:0002158"," GREM1"
0.036560707591953,7,107,4.73698686856737,"GO:0098869 cellular oxidant detoxification "," http://amigo.geneontology.org/amigo/term/GO:0098869"," MGST2  ALOX5AP  GSTO1  FABP1  HBG2  HBG1  HBD"
0.0369533165284029,4,30,9.65443037974683,"GO:1903306 negative regulation of regulated secretory pathway "," http://amigo.geneontology.org/amigo/term/GO:1903306"," RAP1A  RAP1B  FOXF1  GNAI2"
0.0403186763420304,14,377,2.68889970788705,"GO:0003002 regionalization "," http://amigo.geneontology.org/amigo/term/GO:0003002"," CDX1  HOXB9  FOXF1  HOXD13  BARX1  TP53  PRKACB  DLX1  NBL1  GREM1  GDNF  RIPPLY2"
0.0403186763420304,3,14,15.5160488245931,"GO:0033689 negative regulation of osteoblast proliferation "," http://amigo.geneontology.org/amigo/term/GO:0033689"," GREM1"
0.0403186763420304,13,335,2.80987152843378,"GO:0042886 amide transport "," http://amigo.geneontology.org/amigo/term/GO:0042886"," NNAT  SCT  SLC30A8  EDN3  FAM3D  SRI  ACVR1C  ADCYAP1  NDUFAF2  GRP  VIP  GAL"
0.0403186763420304,9,178,3.66109017209501,"GO:0051048 negative regulation of secretion "," http://amigo.geneontology.org/amigo/term/GO:0051048"," SCT  RAP1A  RAP1B  FAM3D  FOXF1  GNAI2  ACVR1C  NDUFAF2"
0.0403186763420304,3,14,15.5160488245931,"GO:0051589 negative regulation of neurotransmitter transport "," http://amigo.geneontology.org/amigo/term/GO:0051589"," GPM6B  RAP1A  RAP1B"
0.0405957380598707,5,54,6.70446554149086,"GO:0002686 negative regulation of leukocyte migration "," http://amigo.geneontology.org/amigo/term/GO:0002686"," IL33  NBL1  GREM1"
0.0405957380598707,5,54,6.70446554149086,"GO:0051972 regulation of telomerase activity "," http://amigo.geneontology.org/amigo/term/GO:0051972"," TP53  GREM1  PKIB"
0.0405957380598707,30,1172,1.85345293126539,"GO:1901698 response to nitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:1901698"," GNAO1  RAP1A  RAP1B  HRH4  LYPD1  REG3A  LY6G6D  PQBP1  P2RX4  TP53  RGS10  PID1  SLURP2  GAL  MAP1LC3A  MAPK14  GNAI2  ACVR1C  EREG  SST  NSG2  AGTRAP  ATXN3  UBAC2"
0.0424248604470681,4,32,9.05102848101266,"GO:0031571 mitotic G1 DNA damage checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0031571"," RBM38  MUC1  TP53  RPS27L"
0.0440169263872166,2,4,36.2041139240506,"GO:0003219 cardiac right ventricle formation "," http://amigo.geneontology.org/amigo/term/GO:0003219"," HAND2  HAND1"
0.0440169263872166,2,4,36.2041139240506,"GO:0006772 thiamine metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006772"," TPK1  THTPA"
0.0440169263872166,3,15,14.4816455696203,"GO:0015670 carbon dioxide transport "," http://amigo.geneontology.org/amigo/term/GO:0015670"," HBG2  HBG1  HBD"
0.0440169263872166,3,15,14.4816455696203,"GO:0032308 positive regulation of prostaglandin secretion "," http://amigo.geneontology.org/amigo/term/GO:0032308"," PLA2G10  P2RX4"
0.0440169263872166,2,4,36.2041139240506,"GO:0035582 sequestering of BMP in extracellular matrix "," http://amigo.geneontology.org/amigo/term/GO:0035582"," DAND5  NBL1"
0.0440169263872166,3,15,14.4816455696203,"GO:0035630 bone mineralization involved in bone maturation "," http://amigo.geneontology.org/amigo/term/GO:0035630"," GREM1"
0.0440169263872166,4,33,8.77675489067894,"GO:0044819 mitotic G1/S transition checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0044819"," RBM38  MUC1  TP53  RPS27L"
0.0440169263872166,3,15,14.4816455696203,"GO:0060394 negative regulation of pathway-restricted SMAD protein phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0060394"," GREM1"
0.0440169263872166,4,33,8.77675489067894,"GO:0061037 negative regulation of cartilage development "," http://amigo.geneontology.org/amigo/term/GO:0061037"," CCN4  GREM1"
0.0440169263872166,3,15,14.4816455696203,"GO:0061430 bone trabecula morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0061430"," GREM1"
0.0440169263872166,2,4,36.2041139240506,"GO:0070253 somatostatin secretion "," http://amigo.geneontology.org/amigo/term/GO:0070253"," SCT"
0.0440169263872166,2,4,36.2041139240506,"GO:0090187 positive regulation of pancreatic juice secretion "," http://amigo.geneontology.org/amigo/term/GO:0090187"," SCT"
0.0497365803076872,3,16,13.576542721519,"GO:0032306 regulation of prostaglandin secretion "," http://amigo.geneontology.org/amigo/term/GO:0032306"," PLA2G10  P2RX4"
0.0513421639724259,4,35,8.275226039783,"GO:0002021 response to dietary excess "," http://amigo.geneontology.org/amigo/term/GO:0002021"," MAPK14  ACVR1C  SCT"
0.0533837752695835,32,1316,1.76068639144319,"GO:0045944 positive regulation of transcription by RNA polymerase II "," http://amigo.geneontology.org/amigo/term/GO:0045944"," ADCYAP1  HNF4G  AKIRIN1  TCEA1  THAP3  GAL  HTATIP2  HAND1  CDX1  EHF  TP53  HMGA2  HAND2  GDNF  MUC1  MITF  RBM14  FOXF1  MAPK14  HOXD13  IL33  DLX1  GREM1  HOXB9  ANXA2  CREM  ZNF268  PID1  METTL23  SPIB"
0.0535696931473276,21,734,2.07162504742524,"GO:1901699 cellular response to nitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:1901699"," GNAO1  RAP1A  RAP1B  HRH4  LYPD1  LY6G6D  PQBP1  P2RX4  TP53  RGS10  PID1  SLURP2  GNAI2  NSG2  AGTRAP"
0.0554578197250464,4,36,8.04535864978903,"GO:0090025 regulation of monocyte chemotaxis "," http://amigo.geneontology.org/amigo/term/GO:0090025"," NBL1  GREM1"
0.0574077353013683,7,122,4.15457045030089,"GO:1990748 cellular detoxification "," http://amigo.geneontology.org/amigo/term/GO:1990748"," MGST2  ALOX5AP  GSTO1  FABP1  HBG2  HBG1  HBD"
0.0625402891675621,30,1222,1.77761606828399,"GO:0044092 negative regulation of molecular function "," http://amigo.geneontology.org/amigo/term/GO:0044092"," PLA2G10  PKIB  SPINK6  SRI  PTK6  HAND1  TP53  GSTO1  HMGA2  FABP1  PPP1R14D  IL7  GNAI2  GRP  PI15  CDKN2B  LYPD1  DKK2  HAND2  ANXA2  SPOCK3  LY6G6D  SLURP2"
0.0656478872149037,3,18,12.0680379746835,"GO:0038128 ERBB2 signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0038128"," EREG  BTC  PTK6"
0.0656478872149037,4,38,7.62191872085277,"GO:0051973 positive regulation of telomerase activity "," http://amigo.geneontology.org/amigo/term/GO:0051973"," GREM1  PKIB"
0.0658981952593884,2,5,28.9632911392405,"GO:2000301 negative regulation of synaptic vesicle exocytosis "," http://amigo.geneontology.org/amigo/term/GO:2000301"," RAP1A  RAP1B"
0.0680974016798355,6,94,4.62180177753838,"GO:1903312 negative regulation of mRNA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903312"," RBM38  GDNF  TRAF3IP2  HNRNPC  VIP  MAPK14"
0.0680974016798355,6,94,4.62180177753838,"GO:1905954 positive regulation of lipid localization "," http://amigo.geneontology.org/amigo/term/GO:1905954"," GAL  ANXA2  PLA2G10  LRAT  P2RX4"
0.0743589735678525,3,19,11.4328780812791,"GO:0007213 G protein-coupled acetylcholine receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0007213"," HRH4  RGS10  GNAI2"
0.0765422029638667,7,130,3.89890457643622,"GO:0097237 cellular response to toxic substance "," http://amigo.geneontology.org/amigo/term/GO:0097237"," MGST2  ALOX5AP  GSTO1  FABP1  HBG2  HBG1  HBD"
0.0792693847269774,10,246,2.94342389626428,"GO:0060348 bone development "," http://amigo.geneontology.org/amigo/term/GO:0060348"," ANXA2  CCN4  MAPK14  CDX1  RIPPLY2  RAB23  TP53  GREM1"
0.0819541246704845,9,207,3.14818381948266,"GO:1903828 negative regulation of protein localization "," http://amigo.geneontology.org/amigo/term/GO:1903828"," PID1  FAM3D  ACVR1C  LYPD1  NDUFAF2  RAB23  UBAC2  GPM6B  ANXA13"
0.0828281973483227,3,20,10.8612341772152,"GO:0006977 DNA damage response signal transduction by p53 class mediator resulting in cell cycle arrest "," http://amigo.geneontology.org/amigo/term/GO:0006977"," RBM38  MUC1  TP53"
0.0828281973483227,3,20,10.8612341772152,"GO:0032310 prostaglandin secretion "," http://amigo.geneontology.org/amigo/term/GO:0032310"," PLA2G10  P2RX4"
0.0880690301373876,2,6,24.1360759493671,"GO:0009249 protein lipoylation "," http://amigo.geneontology.org/amigo/term/GO:0009249"," GCSH  NNAT"
0.0880690301373876,2,6,24.1360759493671,"GO:0038138 ERBB4-ERBB4 signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0038138"," EREG  BTC"
0.0880690301373876,40,1835,1.57838098851447,"GO:0042127 regulation of cell population proliferation "," http://amigo.geneontology.org/amigo/term/GO:0042127"," CD86  EREG  FGF5  VIP  CDKN2B  BTG3  REG3A  AKIRIN1  BTC  ING4  HHLA2  CD46  EDN3  RBM38  RERG  TP53  HMGA2  PID1  GREM1  GDNF  CCL11  GAL  FOXF1  IL7  MAPK14  GNAI2  SYF2  HOXD13  IL33  HAND2  MITF  ODAM  ZNF268  ACVR1C  CCN4  SPEG  IL5RA  SST"
0.0880690301373876,2,6,24.1360759493671,"GO:0090370 negative regulation of cholesterol efflux "," http://amigo.geneontology.org/amigo/term/GO:0090370"," PLA2G10"
0.091667117561448,3,21,10.3440325497288,"GO:0046851 negative regulation of bone remodeling "," http://amigo.geneontology.org/amigo/term/GO:0046851"," GREM1"
0.0988227526642201,4,44,6.58256616800921,"GO:0045920 negative regulation of exocytosis "," http://amigo.geneontology.org/amigo/term/GO:0045920"," RAP1A  RAP1B  FOXF1  GNAI2"
0.0995989158848745,10,257,2.81744077229966,"GO:0048863 stem cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0048863"," GPM6A  GDNF  NSUN2  MAPK14  FAM172A  EDN3  HAND2  GREM1  HMGA2  TP53"
0.101675726244274,3,22,9.87384925201381,"GO:0015732 prostaglandin transport "," http://amigo.geneontology.org/amigo/term/GO:0015732"," PLA2G10  P2RX4"
0.101675726244274,3,22,9.87384925201381,"GO:0032305 positive regulation of icosanoid secretion "," http://amigo.geneontology.org/amigo/term/GO:0032305"," PLA2G10  P2RX4"
